County,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,Electric Utility,Vehicle Age,Is Luxury Brand
Clark,98606,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),0,245,110950,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),14,1
King,98004,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98033,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98052,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98006,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98155,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Clark,98682,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
King,98034,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98033,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98039,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98056,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98103,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98177,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98102,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),0,245,110950,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),14,1
King,98027,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98122,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
King,98033,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
Clark,98642,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
King,98125,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98072,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,53400,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98034,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98052,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98033,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
King,98004,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98006,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98034,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,45600,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Clark,98664,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),6,1
King,98004,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Clark,98662,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),1,14,184400,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),6,0
King,98168,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,33,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98007,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98005,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98177,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
Kitsap,98380,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,35,PUGET SOUND ENERGY INC,11,1
Snohomish,98026,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,90700,21,PUGET SOUND ENERGY INC,6,1
Kitsap,98110,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,23,PUGET SOUND ENERGY INC,6,1
Clark,98684,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),8,1
King,98075,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98057,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,15,55700,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98011,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98034,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98058,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98112,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98058,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98144,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,0
King,98039,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98011,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98005,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Clark,98607,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),5,1
Clark,98683,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),5,1
King,98006,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98052,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98039,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
Kitsap,98110,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,23,PUGET SOUND ENERGY INC,5,1
King,98006,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),0,245,110950,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),14,1
Island,98282,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,10,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,6,1
King,98034,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98125,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98052,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Clark,98685,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98146,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
Snohomish,98208,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,44,PUGET SOUND ENERGY INC,7,1
Clark,98682,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98092,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98007,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98034,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98034,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98002,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,31,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
Klickitat,98672,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,14,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,11,1
King,98125,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
King,98033,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98004,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Kitsap,98110,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,23,PUGET SOUND ENERGY INC,10,1
Clark,98685,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),6,1
King,98057,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98006,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98125,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98058,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98177,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98008,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
Thurston,98502,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,35,PUGET SOUND ENERGY INC,6,1
King,98029,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98117,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98125,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
King,98072,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Clark,98686,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),5,1
King,98102,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98034,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98059,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Kitsap,98366,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,26,PUGET SOUND ENERGY INC,8,1
King,98034,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98006,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98133,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
King,98055,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
Clark,98662,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98104,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98023,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98112,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98034,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98023,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98033,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98125,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98004,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98108,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,11,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
King,98052,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),0,32,39995,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,1
King,98074,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98033,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Island,98277,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,10,PUGET SOUND ENERGY INC,6,1
Clark,98685,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),8,1
Clark,98685,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),12,1
Kitsap,98110,2016,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,43700,23,PUGET SOUND ENERGY INC,8,1
King,98074,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98074,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98034,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98005,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
Stevens,99026,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,7,NO KNOWN ELECTRIC UTILITY SERVICE,6,1
Kitsap,98110,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,23,PUGET SOUND ENERGY INC,8,1
King,98146,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
Clark,98664,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98007,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Cowlitz,98645,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,20,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,10,1
Clark,98683,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),8,1
King,98177,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),10,1
Clark,98662,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),5,0
Kitsap,98110,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,53400,23,PUGET SOUND ENERGY INC,5,1
King,98006,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Clark,98682,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98074,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,265,59900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),12,1
Kitsap,98110,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),0,245,110950,23,PUGET SOUND ENERGY INC,14,1
King,98119,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),8,1
King,98177,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98033,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),0,245,109000,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),13,1
King,98102,2019,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,91250,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),5,1
Clark,98682,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),10,1
King,98011,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98004,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1,17,34995,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
King,98072,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98031,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
King,98052,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Clark,98607,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98008,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1,19,64950,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98166,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36900,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),5,0
Kitsap,98359,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,26,PUGET SOUND ENERGY INC,7,1
King,98109,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),11,1
King,98072,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98074,2020,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),1,14,81100,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),4,0
King,98104,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98144,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1,12,36800,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,0
Snohomish,98258,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,44,PUGET SOUND ENERGY INC,6,1
King,98042,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98031,2016,KIA,SOUL,Battery Electric Vehicle (BEV),0,93,31950,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),8,1
Yakima,98944,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,15,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,11,1
Clark,98686,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,54950,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),6,1
King,98155,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,46,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
King,98034,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
Clark,98682,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),11,1
King,98119,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1,16,52650,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
Thurston,98506,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,22,PUGET SOUND ENERGY INC,11,1
King,98005,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
King,98033,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),7,1
King,98133,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),7,1
King,98005,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),10,1
King,98033,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1,17,52900,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),6,1
Snohomish,98037,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,93,32250,32,PUGET SOUND ENERGY INC,7,1
King,98125,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),0,111,33950,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),6,1
King,98168,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1,14,44100,11,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),7,1
King,98031,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,208,69900,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),11,1
